Image; Model; Series; Yen Price; Release Date; Notes
MG_Plan_303E_Deep_Striker.jpg;MSA-0011[Bst] Plan303E Deep Striker;Gundam Sentinel;¥20,000;2018 March;Parts and color variant of MG-060. Includes display base. Released to commemorate the 30th anniversary of ''Gundam Sentinel''. Largest and most expensive MG release to date. 
LED_Unit_Yellow.jpg;LED Unit Yellow;N/A;¥700;2018 March;Accessory kit for MG-172 and MG-190, as well as most MG kits that feature light-up gimmicks. Requires two LR41 watch batteries.
MG_AAPE_RX-78-2_Gundam_GRN-CAMO.jpg;AAPE RX-78-2 Gundam GRN-CAMO;Mobile Suit Gundam;HK$450 / ¥7,500;2018 March;Aape by A Bathing Ape, P-Bandai Hong Kong and The Gundam Base Tokyo exclusive color variant of MG-172. Includes camouflage marking sheet.
MG_GM_Sniper_II_(Clear_Color_Ver.).jpg;RGM-79SP GM Sniper II [Clear Color];Mobile Suit Gundam 0080: War in the Pocket;¥4,000;2018 May;Events and The Gundam Base Tokyo exclusive clear color variant of MG-195.
MG_F91_Gundam_Ver._2.0.jpg;F91 Gundam F91 Ver.2.0;Mobile Suit Gundam F91;¥4,000;2018 May;Redesign of MG-087 with improved articulation and proportions. Features metallic detail parts. Includes two heads (transformable and non-transformable), Cecily Fairchild figurine, and a gray custom base using a black Action Base 4/5 hexagon as platform. Chest vents and backpack thrusters accommodate Gunpla Lighting Unit (sold separately) via the custom base.
MG_GN-XIII_(A-Laws_Ver.).jpg;GNX-609T GN-XIII A-Laws Type;Mobile Suit Gundam 00;¥4,300;2018 May;P-Bandai exclusive parts and color variant of MG-129. Includes water slide decal sheet. Released to commemorate the 10th anniversary of ''Gundam 00''.
MG_Gundam_TR-1_(Advanced_Hazel).jpg;RX-121-2A Gundam TR-1 [Advanced Hazel];Advance of Zeta: The Flag of Titans;¥5,500;2018 May;P-Bandai exclusive parts variant of MG RX-121-1 Gundam TR-1 [Hazel Custom] (Combat Deployment Colors). Includes water slide decal sheet.
MG_Unicorn_Gundam_03_Phenex_(Narrative_Ver.).jpg;RX-0 Unicorn Gundam 03 Phenex (Narrative Ver.);Mobile Suit Gundam Narrative;¥13,000;2018 November;P-Bandai exclusive re-release of MG-179 with new tail stabilizer parts for Armed Armor DE units. Includes water slide decal sheet.
MG_Neuen_Bitter's_Zaku_II_F2_Type.jpg;MS-06F-2 Neuen Bitter's Zaku II F2;Mobile Suit Gundam 0083: Stardust Memory;¥3,500;2018 November;P-Bandai exclusive color variant of MG-048. Includes Zaku Bazooka, Stürm Faust, and water slide decal sheet.
MG_Zaku_II_F2_Type_(Kimberlite_Base_Type).jpg;MS-06F-2 Zaku II F2 (Kimberlite Base Type);Mobile Suit Gundam 0083: Stardust Memory;¥3,500;2018 November;P-Bandai exclusive color variant of MG-048 with head parts from MG-054. Includes armors to create both Assault and Diversion variants, Zaku Bazooka, Stürm Faust, and water slide decal sheet.
MG_Qubeley_Damned.jpg;AMX-004DMD Qubeley Damned;Gundam Build Divers GBWC;¥5,000;2018 November;P-Bandai exclusive parts and color variant of MG-041. Includes water slide decal sheet.
MG_Gundam_F91_Back_Cannon_Type_&_Twin_V.S.B.R._Set_Up_Type.jpg;F91 Gundam F91 Ver.2.0 Back Cannon Type & Twin V.S.B.R. Set Up Type;Gundam F91 Mobile Suit Variations;¥5,800;2018 November;P-Bandai exclusive re-release of MG-203 with additinoal shoulder and backpack parts. Back Cannon Type uses the new shoulder parts and Quadruple Beam Gatling Guns with Missile Launchers, while Twin V.S.B.R. Set Up Type uses the new backpack with Twin V.S.B.R. units. Includes water slide decal sheet.
MG_GM_(White_Dingo_Team_Custom).jpg;RGM-79 GM (White Dingo Team Custom);Mobile Suit Gundam Side Story 0079: Rise From The Ashes;¥3,500;2018 September;P-Bandai exclusive color variant of MG-118. Includes water slide decal sheet.
MG_GM_Cannon_(White_Dingo_Team_Custom).jpg;RGC-80 GM Cannon (White Dingo Team Custom);Mobile Suit Gundam Side Story 0079: Rise From The Ashes;¥4,000;2018 September;P-Bandai exclusive color variant of MG RGC-80 GM Cannon. Includes water slide decal sheet.
MG_Gundam_Stormbringer.jpg;RX-78TB-2[SB] Gundam Stormbringer;Gundam Build Divers GBWC;¥5,000;2018 September;P-Bandai exclusive parts and color variant of MG RGM-79DO GM Dominance. Includes water slide decal sheet for this kit and MG RB-79PP Polypodball. G.H.L-M.A.D Gun was sold separately.
MG_00_Qan-T-_Full_Saber.jpg;GNT-0000/FS 00 Qan[T] Full Saber;Mobile Suit Gundam 00V: Battlefield Record;¥5,500;2018 September;Re-release of MG-140 with GN Sword IV Full Saber, new antenna and a modified backpack unit, but without Action Base 2. Includes Setsuna F. Seiei figurine and clear Action Base 5 for GN Sword IV Full Saber. Released to commemorate the 10th anniversary of ''Gundam 00''.
MG_Ex-S_Gundam_S_Gundam.jpg;MSA-0011[Ext] Ex-S Gundam / MSA-0011 S Gundam ;Gundam Sentinel;¥12,000;2019 April;Parts and color variant of MG-055 and MG-060,  either of the two units can be built at any time. Uses head, shoulder, chest, and backpack of MG-202 with redesigned abdomen parts and new fixed hands for various poses. Includes clear display base, cables for INCOM units and a marking sheet designed by Hajime Katoki. 
MG_MS_Cage.jpg;The Gundam Base Limited MS Cage;Mobile Suit Gundam Unicorn;¥2,000;2019 April;The Gundam Base Tokyo exclusive accessory kit,  re-release of the MS Cage display stand from MG RX-0 Unicorn Gundam HD Color + MS Cage. Includes all six figurines from the orginal kit.
MG_Jegan_D_Type.jpg;RGM-89D Jegan D Type;Mobile Suit Gundam Unicorn;¥4,200;2019 April;P-Bandai exclusive parts and color variant of MG-204. Includes water slide decal sheet.
MG_Jesta_(Shezarr_Type,_Team_B_&_C).jpg;RGM-96Xs Jesta (Shezarr Type, Team B & C);Mobile Suit Gundam Narrative;¥4,800;2019 April;P-Bandai exclusive color variant of MG-168 with new weapons and accessories. Uses duplicate C plate runners for color accuracy.
MG_Dwadge.jpg;MS-09G Dwadge;Mobile Suit Gundam ZZ;¥5,000;2019 April;P-Bandai exclusive parts and color variant of MG-021, with inner frame revised to improve articulation. Uses Emotion Manipulator SP (MP2) plate runner. Includes water slide decal sheet.
MG_Zaku_II_High_Mobility_Type_Psycho_Zaku_-Gundam_Thunderbolt-_Ver.Ka_-Half_Mechanical_Clear-.jpg;"MS-06R Zaku II High Mobility Type ""Psycho Zaku"" [Gundam Thunderbolt] ""Ver.Ka"" [Half Mechanical Clear]";Mobile Suit Gundam Thunderbolt;¥9,000;2019 April;Events and the Gundam Base Tokyo exclusive half clear armor variant of MG-194.
N/A;A-Type Mission Pack for F90 Gundam F90;Mobile Suit Gundam F90;N/A;2019 April 17;"P-Bandai exclusive accessory kit to convert MG F90 Gundam F90 into F90A Gundam F90 Assault Type,  also compatible with MG F90II Gundam F90II. Part of P-Bandai's ""F90 A to Z Project"". Tentative release teased with the release of MG F90 Gundam F90."
N/A;P-Type Mission Pack for F90 Gundam F90;Mobile Suit Gundam F90;N/A;2019 April 17;"P-Bandai exclusive accessory kit to convert MG F90 Gundam F90 into F90P Gundam F90 Plunge Type,  also compatible with MG F90II Gundam F90II. Part of P-Bandai's ""F90 A to Z Project"". Tentative release teased with the release of MG F90 Gundam F90."
MG_Mission_Pack_E-Type_&_S-Type.jpg;Mission Pack E-Type & S-Type for Gundam F90;Mobile Suit Gundam F90;¥2,000;2019 August;"P-Bandai exclusive accessory kit to convert MG F90 Gundam F90 into F90E Gundam F90 Electronic Type or F90S Gundam F90 Support Type,  also compatible with MG F90II Gundam F90II. Includes water slide decal sheet. Released as part of P-Bandai's ""F90 A to Z Project"" to coincide with the 10th anniversary of P-Bandai."
MG_Crossbone_Gundam_X0_Ver.Ka.jpg;"XM-X0 Crossbone Gundam X0 ""Ver.Ka""";Mobile Suit Crossbone Gundam: Ghost;¥4,400;2019 August;P-Bandai exclusive parts and color variant of MG-089,  armors feature metallic color coating. Includes water slide decal sheet.
MG_Gundam_F90.jpg;F90 Gundam F90;Mobile Suit Gundam F90;¥4,000;2019 August;"P-Bandai exclusive release. Includes water slide decal sheet. Released as part of P-Bandai's ""F90 A to Z Project"" to coincide with the 10th anniversary of P-Bandai."
MG_Gundam_NT-1_Ver.2.0_-Clear_Color-.jpg;RX-78NT-1 Gundam NT-1 Ver.2.0 [Clear Color];Mobile Suit Gundam 0080: War in the Pocket;¥5,800;2019 August;Events and the Gundam Base Tokyo exclusive clear color variant of MG-210 with clear Chobam Armor.
Mg-gundam-barbatos_box_art.jpg;ASW-G-08 Gundam Barbatos;Mobile Suit Gundam IRON-BLOODED ORPHANS;¥4,500;2019 December;Uses entirely polystyrene. Features plated sliver cylinders and gold inner frame parts,  clear green parts for eyes and clear pink parts for emblems. Mace features two detachable blades. Includes Smoothbore Gun and Mikazuki Augus figurine. First release from the Post Disaster timeline. Originally planned to be released in November 2019, but was delayed due to unspecified reasons.
MG_Jesta_Cannon_-Clear_Color-.jpg;RGM-96X Jesta Cannon [Clear Color];Mobile Suit Gundam Unicorn;¥5,000;2019 December;Events and the Gundam Base Tokyo exclusive clear color variant of MG RGM-96X Jesta Cannon.
MG_Re-GZ_(Unicorn_Ver.).jpg;RGZ-91 Re-GZ (Unicorn Ver.);Mobile Suit Gundam Unicorn;¥5,300;2019 December;P-Bandai exclusive parts and color variant of MG-039. Includes water slide decal sheet. Fully transformable kit.
MG_G.H.L-M.A.D_Gun.jpg;G.H.L-M.A.D Gun;Gundam Build Divers GBWC;¥2,500;2019 February;Gundam Hobby Life'' 014 exclusive accessory kit for MG RX-78TB-2[SB] Gundam Stormbringer and MG RB-79PP Polypodball. Includes connector parts for MG RB-79PP Polypodball.
MG_Gundam_F91_Ver.2.0_-Afterimage_Image_Color-.jpg;F91 Gundam F91 Ver.2.0 [Afterimage Image Color];Mobile Suit Gundam F91;¥4,000;2019 February;P-Bandai exclusive clear color variant of MG-203. Includes a clear black custom base with Action Base 4/5 hexagon as platform. Chest vents and backpack thrusters accommodate Gunpla Lighting Unit (sold separately) via the custom base.
MG_Gundam_Astray_Red_Dragon.jpg;MBF-P02 Gundam Astray Red Dragon;Mobile Suit Gundam SEED Destiny Astray R;¥7,000;2019 February;P-Bandai exclusive parts variant of MG-130. Includes black BA-13 Action Base 1 with additional clear Action Base 4 arm and water slide decal sheet.
LED_Unit_Blue.jpg;LED Unit Blue;N/A;¥700;2019 February;Accessory kit for most MG kits that feature light-up gimmicks. Requires two LR41 watch batteries.
MG_GM_II_Semi-Striker.jpg;RMS-179 GM II Semi-Striker;Mobile Suit Gundam Unicorn;¥4,200;2019 January;P-Bandai exclusive parts and color variant of MG RMS-179 GM II. Includes Twin Beam Spear and water slide decal sheet.
MG_Hyakushiki_Crash.jpg;MSR-00100CR Hyaku-Shiki Crash;Gundam Build Divers GBWC;¥5,800;2019 January;P-Bandai exclusive parts and color variant of MG-187. Includes water slide decal sheet.
MG_Sinanju_Stein_(Narrative_Ver.).jpg;MSN-06S-2 Sinanju Stein (Narrative Ver.) ;Mobile Suit Gundam Narrative;¥7,500;2019 January;"Color variant of MG-165 with new ""Sleeves"" parts. Uses Emotion Manipulator SP (MP1) plate runner. Includes Grenade Launcher, a pair of lengthened External Propellant Tanks and leftover Full Frontal pilot and standing figurines from MG-165, but no Zoltan Akkanen figurine. "
MG_00_Qan-T-_Full_Saber_-Special_Coating-.jpg;GNT-0000/FS 00 Qan[T] Full Saber [Special Coating];Mobile Suit Gundam 00V: Battlefield Record;¥11,000;2019 July;P-Bandai exclusive color chrome plated variant of MG-205. Includes water slide decal sheet.
MG_Unicorn_Gundam_Perfectibility.jpg;The Gundam Base Limited Unicorn Gundam Perfectibility;Mobile Suit Gundam UC Perfectibility;¥12,000;2019 July;The Gundam Base Tokyo exclusive parts variant of MG-131 with blue psychoframe. Includes new tail stabilizers for Armed Armor DE units and extra Banagher Links and Marida Cruz figurines. Uses the BA, BD, and BF1 plate runners of MG-155, the WC and X plate runners of MG-150, and the WG2 plate runner of MG-179, as well as duplicate C and R1 plate runners for color accuracy.
MG_Lydo_Wolf's_GM_Sniper_II.jpg;RGM-79SP Lydo Wolf's GM Sniper II;Gundam Legacy;¥3,800;2019 July;P-Bandai exclusive color variant of MG-195. Includes water slide decal sheet.
MG_F91_Gundam_F91_Ver.2.0_ORIGINAL_PLAN_Ver.jpg;Gundam F91 Ver.2.0 ORIGINAL PLAN Ver.;Mobile Suit Gundam F91;¥4,500;2019 July;The World of Tomino Yoshiyuki exhibition exclusive color variant of MG-203.
MG_Gundam_NT-1_Ver.2.0.jpg;RX-78NT-1 Gundam NT-1 Ver.2.0;Mobile Suit Gundam 0080: War in the Pocket;¥5,800;2019 June;Redesign of MG-022 with improved articulation and proportions,  uses the K plate runner of MG-111. Features polyethylene joint seals. Includes hyper bazooka, broken V-fin as seen in Over the River and Through the Woods, episode 4 of the OVA, optional headgear based on the SD Gundam BB Senshi versions, and Alfred Izuruha, Bernard Wiseman, and Christina Mackenzie (pilot suit) figurines. Released to commemorate the 30th anniversary of ''Gundam 0080''.
MG_GM_Cold_Districts_Type.jpg;RGM-79D GM Cold Districts Type;Mobile Suit Gundam 0080: War in the Pocket;¥3,900;2019 June;P-Bandai exclusive parts and color variant of MG-200. Includes NFHI GMG-TYPE2 90mm Bullpup Machine Gun.
MG_GM_Cannon_-Red_Head-_(Jaburo_Defense_Team_Custom).jpg;RGC-80 GM Cannon [Red Head] (Jaburo Defense Team Custom);Mobile Suit Zeta Gundam;¥4,000;2019 March;P-Bandai exclusive color variant of MG RGC-80 GM Cannon. Includes water slide decal sheet.
MG_Gundam_Dynames.jpg;GN-002 Gundam Dynames;Mobile Suit Gundam 00;¥4,500;2019 March;Uses entirely polystyrene, except for the GN Cables, which are EVAC. GN Drive accommodates two Gunpla LED Units (sold separately). Includes Lockon Stratos (with Haro) figurine.
MG_Gundam_AgeII_Magnum.jpg;AGE-IIMG Gundam AGEII Magnum;Gundam Build Divers;¥5,500;2019 March;Parts and color variant of MG-159, with shoulder joints revised for improved articulation and stability. Includes Kyoya Kujo figruine, as well as a leftover Asemu Asuno figurine from the original kit. Fully transformable kit.
MG__Gundam_Turn_X_-Nano_Skin_Image-.jpg; Gundam/Turn X [nano skin image]; Gundam;¥11,500;2019 May;"Syd Mead: Progressions TYO 2019 exhibition exclusive metallic color variants of MG-100 and MG-182, with ""Nano Skin"" image water slide decal sheet. Re-released in August 2019 as a P-Bandai exclusive."
MG_Shenlong_Gundam_EW_Liaoya.jpg;XXXG-01S Shenlong Gundam EW Liaoya;New Mobile Report Gundam Wing Endless Waltz: The Glory of Losers;¥4,500;2019 May;P-Bandai exclusive re-release of MG-143 with Liaoya and new parts for Shenlong Shield. Includes water slide decal sheet.
MG_Re-GZ_Custom.jpg;RGZ-91B Re-GZ Custom;Char's Counterattack Mobile Suit Variations;¥5,500;2019 May;P-Bandai exclusive parts variant of MG-039, with shoulder inner frame revised to improve articulation. Includes two Action Base 4 adapters and water slide decal sheet. Fully transformable kit.
MG_Mission_Pack_F-Type_&_M-Type.jpg;Mission Pack F-Type & M-Type for Gundam F90;Mobile Suit Gundam F90;¥2,000;2019 November;"P-Bandai exclusive accessory kit to convert MG F90 Gundam F90 into F90F Gundam F90 Fight Type or F90M Gundam F90 Marine Type,  also compatible with MG F90II Gundam F90II. Includes water slide decal sheet. Released as part of P-Bandai's ""F90 A to Z Project"" to coincide with the 10th anniversary of P-Bandai."
MG_Gundam_Dynames_(Trans-Am_Mode)_-Metallic_Gloss_Injection-.jpg;GN-002 Gundam Dynames (Trans-Am Mode) [Metallic Gloss Injection];Mobile Suit Gundam 00;¥4,500;2019 November;P-Bandai exclusive metallic gloss color variant of MG-207. Includes water slide decal sheet.
MG_Gundam_Ver.3.0_-Gundam_Base_Color-.jpg;The Gundam Base Limited RX-78-2 Gundam Ver.3.0 [The Gundam Base Color];Mobile Suit Gundam;¥4,500;2019 November;The Gundam Base Tokyo exclusive color variant of MG-172.
MG_Dwadge_Custom.jpg;MS-09H Dwadge Custom;Mobile Suit Gundam ZZ;¥5,500;2019 November;P-Bandai exclusive parts and color variant of MG MS-09G Dwadge. Uses Emotion Manipulator SP (MP2) plate runner. Includes water slide decal sheet.
MG_Gundam_Heavyarms_EW_(IGEL_Armament).jpg;XXXG-01H Gundam Heavyarms EW (IGEL Armament);New Mobile Report Gundam Wing Endless Waltz: The Glory of Losers;¥5,500;2019 November;P-Bandai exclusive re-release of MG-151 with IGEL Armament. Includes water slide decal sheet.
MG_Gundam_F91_Ver.2.0_(Harrison_Madin_Custom).jpg;F91 Gundam F91 Ver.2.0 (Harrison Madin Custom);Mobile Suit Crossbone Gundam;¥4,200;2019 October;P-Bandai exclusive parts and color variant of MG-203. Includes water slide decal sheet.
MG_Philip_Hughs's_GM_Dominance.jpg;RGM-79DO Philip Hughs's GM Dominance;Mobile Suit Gundam Side Story: The Blue Destiny;¥5,500;2019 October;P-Bandai exclusive color variant of MG RGM-79DO GM Dominance with a different backpack. Includes two Gun Turrets and water slide decal sheet.
MG_Gundam_TR-1_-Hazel_II-_Early_Type.jpg;RX-121-2 Gundam TR-1 [Hazel II] Early Type / RGM-79Q Hazel Reserve Unit / GM Quel;Advance of Zeta: The Flag of Titans;¥4,500;2019 September;P-Bandai exclusive parts variant of MG RX-121-1 Gundam TR-1 [Hazel Custom] (Combat Deployment Colors),  redesign of MG-025 with improved articulation and proportions. Includes head and backpack parts for all three units such that one can be built at any time, as well as water slide decal sheet.
MG_Gunner_ZAKU_Warrior_(Lunamaria_Hawke_Custom).jpg;ZGMF-1000/A1 Gunner ZAKU Warrior (Lunamaria Hawke Custom);Mobile Suit Gundam SEED Destiny;¥4,300;2019 September;Includes Lunamaria Hawke figurine. Leg hoses are preassembled using ABS-PP dual-molding technique. Uses entirely polystyrene except for the leg and backpack hoses. Released to commemorate the 15th anniversary of ''Gundam SEED Destiny''.
MG__Gundam_Head.jpg;RX-93  Gundam Head;Mobile Suit Gundam: Char's Counterattack;N/A;2019 September;Banpresto exclusive re-release of MG-034's head, offered as a lottery prize.
MG_ZZ_Gundam_Head.jpg;MSZ-010 ZZ Gundam Head;Mobile Suit Gundam ZZ;N/A;2019 September;Banpresto exclusive re-release of MG-026's head, offered as a lottery prize.
MG_Gundam_Head.jpg;RX-78-2 Gundam Head;Mobile Suit Gundam;N/A;2019 September;Banpresto exclusive re-release of MG-001's head, offered as a lottery prize.
MG_Gundam_Mk-II_Head.jpg;RX-178 Gundam Mk-II Head;Mobile Suit Zeta Gundam;N/A;2019 September;Banpresto exclusive re-release of MG-014's head, offered as a lottery prize.
MG_Gundam_The_Origin_-Solid_Clear_Reverse-.jpg;RX-78-02 Gundam The Origin [Solid Clear/Reverse];Mobile Suit Gundam: The Origin;N/A;2019 September;Banpresto exclusive re-release of MG-190 with clear color armor parts, offered as a lottery prize. Clear color armor parts are complementary to that in MG RX-78-02 Gundam The Origin [Solid Clear/Standard].
MG_Gundam_The_Origin_-Solid_Clear_Standard-.jpg;RX-78-02 Gundam The Origin [Solid Clear/Standard];Mobile Suit Gundam: The Origin;N/A;2019 September;Banpresto exclusive re-release of MG-190 with clear color armor parts, offered as a lottery prize.
MG_Z_Gundam_Head.jpg;MSZ-006 Z Gundam Head;Mobile Suit Zeta Gundam;N/A;2019 September;Banpresto exclusive re-release of MG-005's head, offered as a lottery prize.
MG_Zaku_II_(Char_Aznable_Custom)_Ver.2.0_-Solid_Clear_Standard-.jpg;MS-06S Zaku II (Char Aznable Custom) Ver.2.0 [Solid Clear/Standard];Mobile Suit Gundam;N/A;2019 September;Banpresto exclusive re-release of MG-098 with clear color armor parts, offered as a lottery prize.
MG_Zaku_II_Ver.LUNA_SEA.jpg;THE BEYOND GUNPLA 40th EDITION THE BEYOND x MS-06LS Zaku II Ver.LUNA SEA;Mobile Suit Gundam;¥6,000;2020 April;Universal Music Japan exclusive color variant of MG-098,  bundled with CD of Luna Sea's single ''THE BEYOND''. Released as part of the Gunpla 40th anniversary × LUNA SEA 30th anniversary celebration, and to commemorate the release of the new single, which is the theme song of Gundam 40th anniversary celebration. This is an Ecopla kit, meaning it uses recycled excess plastic materials that were rejected from the factory.
MG_Gundam_Deathscythe_EW_(Roussette_Unit).jpg;XXXG-01D Gundam Deathscythe EW (Roussette Unit);New Mobile Report Gundam Wing Endless Waltz: The Glory of Losers;¥4,500;2020 April;P-Bandai exclusive re-release of MG-138 with Roussette Unit. Includes water slide decal sheet.
MG_Slash_ZAKU_Phantom_(Yzak_Jule_Custom).jpg;ZGMF-1001/K Slash ZAKU Phantom (Yzak Jule Custom);Mobile Suit Gundam SEED Destiny;¥4,500;2020 April;P-Bandai exclusive parts and color variant of MG-211. Includes water slide decal sheet.
MG_Flight_Unit_Expansion_Set_for_Gundam_Astray_Red_Frame.jpg;Flight Unit Expansion Set for Gundam Astray Red Frame;Mobile Suit Gundam SEED Destiny Astray R;¥2,000;2020 August;P-Bandai exclusive accessory kit to convert MG MBF-P02 Gundam Astray Red Frame into MBF-P02 Gundam Astray Red Frame Flight Unit. Includes water slide decal sheet.
MG_FAZZ_Ver.Ka_-Titanium_Finish-.jpg;"FA-010A FAZZ ""Ver.Ka"" [Titanium Finish]";Gundam Sentinel;¥22,000;2020 August;The Gundam Base Tokyo exclusive metallic color variant of MG-213.
MG_Qubeley_Embellir.jpg;Qubeley Embellir;Gundam Build Divers GBWC;¥5,400;2020 August;P-Bandai exclusive gloss color variant of MG AMX-004DMD Qubeley Damned. Includes water slide decal sheet.
MG_Gundam_Astray_Red_Frame_Flight_Unit.jpg;MBF-P02 Gundam Astray Red Frame Flight Unit;Mobile Suit Gundam SEED Destiny Astray R;¥6,500;2020 August;P-Bandai exclusive re-release of MG MBF-P02 Gundam Astray Red Frame with Flight Unit and BuCUE Tactical Reconnaissance Type Head unit. Includes water slide decal sheet.
MGEX_Unicorn_Gundam_Ver.TWC.jpg;Unicorn Gundam Ver.TWC;Mobile Suit Gundam Unicorn;¥25,000;2020 December;The Gundam Base Tokyo exclusive re-release of MGEX-001 with a different backpack and new water slide decal sheet. Flexible full-body LED unit that can change colors between red and green. 
MG_Mission_Pack_D-Type_&_G-Type.jpg;Mission Pack D-Type & G-Type for Gundam F90;Mobile Suit Gundam F90;¥2,000;2020 December;"P-Bandai exclusive accessory kit to convert MG F90 Gundam F90 into F90D Gundam F90 Destroid Type or F90G Gundam F90 Guards Type,  also compatible with MG F90II Gundam F90II. Includes water slide decal sheet. Released as part of P-Bandai's ""F90 A to Z Project""."
MG_Emergency_Escape_Pod_-Primrose-_Expansion_Set.jpg;Emergency Escape Pod [Primrose] Expansion Set;Advance of Zeta: The Flag of Titans;¥2,500;2020 December;P-Bandai exclusive accessory kit to convert MG RX-121-1 Gundam TR-1 [Hazel Custom] into RX-121-2 Gundam TR-1 [Hazel Owsla], together with parts from MG RX-121-2A Gundam TR-1 [Advanced Hazel], MG RX-121-2 Gundam TR-1 [Hazel II] Early Type / RGM-79Q Hazel Reserve Unit / GM Quel and MG FF-X29A G-Parts [Hrududu]. Emergency Escape Pod [Primrose] can also be created using backpack parts from MG RX-121-1 Gundam TR-1 [Hazel Custom]. Includes black BA-13 Action Base 1 with additional black Action Base 4 arm and water slide decal sheet.
MG_RX-78-2_Gundam_(Perfect_Gundam_Ver.)_-Anime_Color-.jpg;The Gundam Base Limited RX-78-2 Gundam (Perfect Gundam Ver.) [Anime Color];Plamo-Kyoshiro;¥3,000;2020 December;The Gundam Base Tokyo exclusive color variant of RX-78-2 Gundam from MG-067. Includes rescaled decals from PGU-01.
MG_Blaze_ZAKU_Phantom_Blaze_ZAKU_Warrior.jpg;ZGMF-1001/M Blaze ZAKU Phantom / ZGMF-1000/M Blaze ZAKU Warrior;Mobile Suit Gundam SEED Destiny;¥4,500;2020 December;P-Bandai exclusive parts and color variant of MG-211. Includes head and shoulder parts of both units such that one can be built at any time, as well as water slide decal sheet.
MG_Gundam_TR-1_-Hazel_Owsla-.jpg;RX-121-2 Gundam TR-1 [Hazel Owsla];Advance of Zeta: The Flag of Titans;¥8,000;2020 December;P-Bandai exclusive parts variant of MG RX-121-1 Gundam TR-1 [Hazel Custom]. Includes water slide decal sheet.
MG_FAZZ_Ver.Ka.jpg;"FA-010A FAZZ ""Ver.Ka""";Gundam Sentinel;¥11,000;2020 February;Parts and color variant of MG-198,  redesign of MG-042 with improved articulation and proportions. Includes water slide decal sheet. Uses H2 runner from MG 151
MG_Blast_Impulse_Gundam.jpg;ZGMF-X56S/  Blast Impulse Gundam;Mobile Suit Gundam SEED Destiny;¥5,000;2020 January;P-Bandai exclusive color variant of MG-109 with   Blast Silhouette pack. Includes water slide decal sheet. Released to coincide with the 10th anniversary of P-Bandai.
MG_Tallgeese_III_-Special_Coating-.jpeg;OZ-00MS2B Tallgeese III [Special Coating];New Mobile Report Gundam Wing: Endless Waltz;¥9,200;2020 January;Events and The Gundam Base Tokyo exclusive parts and color variant of MG-164. Metallic color variant of MG OZ-00MS2B Tallgeese III. Includes water slide decal sheet.
MG_Gundam_F90II_I-Type.jpg;F90II-I Gundam F90II I-Type;Mobile Suit Gundam F90;¥6,000;2020 July;"P-Bandai exclusive parts and color variant of MG F90 Gundam F90,  I-Type equipments also compatible with MG F90 Gundam F90. Includes support stand for Flight Shield and water slide decal sheet. Released as part of P-Bandai's ""F90 A to Z Project""."
MG_Catapult_Base.jpg;The Gundam Base Limited Catapult Base;Mobile Suit Zeta Gundam;¥2,300;2020 June;The Gundam Base Tokyo exclusive accessory kit. Catapult uses bases previously released in MG-082 and MG-083. Includes a new 1/100 scale human crew runner.
MG_Jegan_D_Type_(First_Deployment_Type).jpg;RGM-89D Jegan D Type (First Deployment Type);Mobile Suit Gundam Unicorn MSV;¥4,200;2020 June;P-Bandai exclusive color variant of MG RGM-89D Jegan D Type. Includes water slide decal sheet.
MG_Gundam_Barbatos_-Clear_Color-.jpg;The Gundam Base Limited Gundam Barbatos [Clear Color];Mobile Suit Gundam IRON-BLOODED ORPHANS;¥4,500;2020 June;The Gundam Base Tokyo exclusive clear color variant of MG-212.
MG_Mission_Pack_B-Type_&_K-Type.jpg;Mission Pack B-Type & K-Type for Gundam F90;Mobile Suit Gundam F90;¥2,000;2020 March;"P-Bandai exclusive accessory kit to convert MG F90 Gundam F90 into F90B Gundam F90 Bombard Type or F90K Gundam F90 Endurance (Keep) Type,  also compatible with MG F90II Gundam F90II. Includes water slide decal sheet. Released as part of P-Bandai's ""F90 A to Z Project"" to coincide with the 10th anniversary of P-Bandai. "
MG_Victory_Two_Assault_Buster_Gundam_Ver.Ka_-Titanium_Finish-.jpg;"The Gundam Base Limited Victory Two Assault Buster Gundam ""Ver.Ka"" [Titanium Finish]";Mobile Suit Victory Gundam;¥15,000;2020 May;"The Gundam Base Tokyo exclusive metallic color variant of MG LM314V23/24 Victory Two Assault Buster Gundam ""Ver.Ka"". Originally planned to be released in April 2020, but was delayed given The Gundam Base Tokyo's temporary closure due to COVID-19."
MG_Gundam_Kyrios.jpg;GN-003 Gundam Kyrios;Mobile Suit Gundam 00;¥5,000;2020 May;Includes two GN Hand Missile Units and Allelujah Haptism figurine. GN Drive accommodates two Gunpla LED Units (sold separately). Fully transformable kit.
MG_Wing_Gundam_Zero_EW_VerKa.jpg;"XXXG-00W0 Wing Gundam Zero EW ""Ver.Ka""";New Mobile Report Gundam Wing: Endless Waltz;¥5,500;2020 November;Redesign of MG-075 with improved articulation and proportions. Includes black BA-13 Action Base 1. Released to commemorate the 25th anniversary of ''Gundam Wing''. Fully transformable kit.
